,text,label
6894,"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",1
6895,Deserving of its critical backlash and more .,2
6896,Neither a rousing success nor a blinding embarrassment .,3
6897,"Still , it just sits there like a side dish no one ordered .",2
6898,"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) .",2
6899,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting ( and funnier ) than his .",2
6900,This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,2
6901,It recycles every cliché about gays in what is essentially an extended soap opera .,1
6902,"I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .",3
6903,May offend viewers not amused by the sick sense of humor .,2
6904,Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .,3
6905,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,1
6906,Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,3
6907,"If you 're not fans of the adventues of Steve and Terri , you should avoid this like the dreaded King Brown snake .",2
6908,"Personally , I 'd rather watch them on the Animal Planet .",1
6909,Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .,2
6910,Feels as if the inmates have actually taken over the asylum .,3
6911,All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,1
6912,"The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .",3
6913,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",1
6914,The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,1
6915,"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .",3
6916,Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,1
6917,"Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",1
6918,The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',1
6919,"Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",2
6920,More tiring than anything .,2
6921,"Nelson 's intentions are good , but the end result does no justice to the story itself .",2
6922,It 's horribly depressing and not very well done .,1
6923,"... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught .",2
6924,"A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",2
6925,Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,2
6926,And it 's a lousy one at that .,1
6927,Overly long and worshipful bio-doc .,2
6928,I 'll go out on a limb .,4
6929,It is n't quite one of the worst movies of the year .,1
6930,It 's just merely very bad .,1
6931,Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,2
6932,"About Amy 's cuteness , Amy 's career success ( she 's a best-selling writer of self-help books who ca n't help herself ) , and Amy 's neuroses when it comes to men .",3
6933,"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",2
6934,"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",2
6935,"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",1
6936,The script is too mainstream and the psychology too textbook to intrigue .,2
6937,"Muddled , simplistic and more than a little pretentious .",1
6938,"Meandering and glacially paced , and often just plain dull .",3
6939,"A disaster of a drama , saved only by its winged assailants .",2
6940,"A road trip that will get you thinking , ` Are we there yet ? '",3
6941,"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",2
6942,"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",2
6943,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",1
6944,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,2
6945,What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .,2
6946,The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,2
6947,This pathetic junk is barely an hour long .,1
6948,"Nevertheless , it still seems endless .",2
6949,It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,1
6950,It 's just that it 's so not-at-all-good .,2
6951,And I expect much more from a talent as outstanding as director Bruce McCulloch .,3
6952,Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,3
6953,Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,2
6954,It 's supposed to be a romantic comedy - it suffers from too much Norma Rae and not enough Pretty Woman .,2
6955,"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",1
6956,Staggers between flaccid satire and what is supposed to be madcap farce .,1
6957,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",2
6958,"Brainy , artistic and muted , almost to the point of suffocation .",3
