,name,tweet,sentiment
1447,roopesh,i have replied on the email received with the snapshot,Strongly Negative
1448,Adam Bates,"@EtihadAirways - I love Etihad 99% of the time but sometimes you slip.  This email responding to my complaint is a classic ""fobbing off"" 👎  pic.twitter.com/koC69DDSIO",Weekly Positive
1449,Danilo Ratano,"@EtihadAirways im flying SYD-AUH in First Class on jan 17th, Booked Chauffeur online and have still not received a confirmation email",Strongly Negative
1450,Chris Walsh,@EtihadAirways can you please send me a customer service email Address. On holiday and desperately need to contact you but can't find add,Strongly Negative
1451,Simon Evans,Lina. I did as you requested. I got email telling me call Etihad booking. They can do it but charge more than web. So sad,Strongly Negative
1452,Kortney Olson🍉,"@EtihadAirways if u guys want to hear priceless feedback, DM for email. you lost a customer over so personally if it were my biz, I'd want..",Weekly Negative
1453,Etihad News,"#Etihad Airways said to seek US$2.6b for #Boeing, #Airbus jets | Money ... - Malay Mail Online :  http://fat.ly/olbZ ",Weekly Negative
1454,The Remote Nomad,thank you Rose :) That would be amazing! Sending an email now :),Strongly Positive
1455,Boeing News,"#Etihad Airways said to seek US$2.6b for #Boeing, #Airbus jets - Malay Mail Online :  http://fat.ly/7yqe ",Neutral
1456,thomas ritchie,"@EtihadAirways still awaiting a response to email, twitter and Facebook. Is ignorance bliss? Not for me. #cowboys #noservice #delayedflight",Strongly Negative
1457,Daniel James,Was anyone going to follow up on this or reply to me email? Thanks @EtihadAirways,Strongly Negative
1458,Cassandra P Lewis,@EtihadAirways I need help with guest miles but am not getting answers via email,Weekly Negative
1459,Darshan,"@EtihadAirways been two days since my baggage is lost, still no updates whatsoever. Email sent, Facebook post done, now trying through tweet",Strongly Negative
1460,Bishal KC-बिशाल केसी,"@EtihadHelp @EtihadAirways Please make an effort to reach out real passenger about lost or misplaced baggage, you have wrong email on file  pic.twitter.com/fwT15cBAI6",Strongly Negative
1461,Bishal KC-बिशाल केसी,"wtradmin@sita.aero, i have not looked at email header, but can send later",Strongly Negative
1462,Bishal KC-बिशाल केसी,Hmm #SPAM? or someone gave wrong email to @EtihadAirways. @EtihadHelp should try to find out passenger and inform via local office. pic.twitter.com/IFvn1vIrCq,Strongly Negative
1463,Mich,"@EtihadAirways I've not been contacted or had an email reply regarding my ""misplaced baggage"". How long is it gonna take to find my bag!?",Weekly Negative
1464,Daniel Clifford,@EtihadAirways I have contacted etihad through email and twitter. Still no response or resolution to case.My bag was torned. Disappointed😰,Strongly Negative
1465,ESA,@EtihadAirways  FLY AND WIN DAILY .PARK and WIN DAILY My Business  Idea to Increase your Airlines Revenue My email    eshuone@gmail.com,Strongly Positive
1466,Wasim,It is really unacceptable. I have just sent a follow up email to auhbaggageservices@etihad.ae,Strongly Negative
1467,🔥,Been waiting days for an email back from @EtihadAirways last email said they cant help cause it was passed 7 days (cause they never replied),Strongly Negative
1468,🔥,"Of all the airlines I deal with (via email & phone) @EtihadAirways are so, so slow, & the fastest (& politest) are actually @easyJet & @KLM",Strongly Positive
1469,UAEM,we have her email - and can tell her to contact you! Thank you,Strongly Negative
1470,EM,@EtihadAirways #upgradeusplease you made me feel embarrassed on my last flight with you. Can't find an email address online to write to u?!,Strongly Positive
1471,Daniel James,Thank you. 503944 - I just sent another chase up email also.,Strongly Positive
1472,Charlotte Cullen,I sent an email to feedback@etihad.ae and socialmedia@etihad.ae still not received a reply,Strongly Negative
1473,CC,"Would avoid email Rachel. Heard they get thousands everyday. Twitter seems to be the best,was for me & easyjet",Strongly Positive
1474,Rachel Lynch,Can you give me an email address that will be best to get a response from?,Strongly Positive
1475,Arnab Ray,I have interacted on DM before on this. Wrote back using email,Strongly Negative
1476,Arnab Ray,"just saw you have sent me a ""can't help email"". Replied.",Strongly Negative
1477,Eight Ball Imagery,thank you. I sent an email,Strongly Positive
1478,🔥,Emailing @EtihadAirways @EtihadHelp for the second time because my first email clearly wasn't important last year 🤔,Strongly Negative
1479,Daniel Stecher,"Lina, you asked for the flight details and I asked whether I can DM my Filekey or via Email. Which information you pass on?",Weekly Negative
1480,Daniel Stecher,Can I send my filekey via DM or better email? Thank you very much for your support.,Strongly Positive
1481,H,"Furthermore, it takes ages for am agent to reply on an email. Such a bad service and alot of miles gone!",Neutral
1482,Nicoleta Vitelaru,@EtihadAirways I made a booking online for Oct 2017 but never received the booking confirmation by email? Can you advise? Thanks,Strongly Negative
1483,gary copeland,@EtihadAirways: I did not receive an email confirming a flight I booked this morning. Who should i contact?,Strongly Negative
1484,bala nagarjuna goli,hi ary .. I hav already sent all the docs and details to mentioned mail,Neutral
1485,Tracose,"Can u ""PLZ"" provide me email where I can complain about being charged 500 aed for fully refundable tickets. #politeenquiries",Strongly Negative
1486,Tracose,"asked if I will get an email for my cancellation, she said ""no idea"".. That was really polite.. #worstcustomercare",Weekly Negative
1487,sagarmelam,i called more than 10 times in last two months.They dropped an email to finance team and i didnt get any reply from them,Strongly Negative
1488,rs,"I have sent my claim details on email.  Next step will be to take it up with the BBB, the DOT ACPD, news & consumer court.",Strongly Negative
1489,Roshan Khanted,@EtihadAirways One Of My Client Need Group Quote. Kindly Provide Chennai Sales & Group desk Email Id. - Urgent,Strongly Positive
1490,amjad yasin,@EtihadAirways @EtihadHelp  can you give me a number or email of someone higher in your office this is just a joke now,Weekly Negative
1491,εïз| Lαdy susu,Did anyone ever email @EtihadAirways with a complaint and actually receive a reply??! #etihadairways #airlinesFail,Strongly Positive
1492,Sundar,Thank you @EtihadAirways got my missing mail..,Strongly Positive
1493,ugis leimanis,"@EtihadAirways Hi, i sent you an email on Dec17 regarding bagagge info, haven't gotten a response.",Strongly Negative
1494,Coach Liam Flynn,"En route to Oz to spend Xmas with my two little legends.  Loving @EtihadAirways wifi - @SynergySST, email & @WhatsApp at 20,000 feet.",Strongly Positive
1495,Francisco Beirão,@EtihadAirways Can you please follow up on my email with max urgency?,Weekly Negative
1496,のぶ,Omg. @EtihadAirways you made me send email and send me back to call centre... I used my time for nothing. This is ridiculous.,Strongly Negative
1497,SAHAR is me.,@EtihadHelp @EtihadAirways Had to take this to @twitter since they fail to reply to emails or issues they created. Sent email Dec 15.,Strongly Negative
1498,Michelle cooper,@EtihadAirways what email address should I use to file missing suitcase?,Strongly Negative
1499,tripleR,@EtihadAirways  okay..I just reminded them through another email..,Weekly Negative
1500,Mark de Kock,Now @EtihadAirways is once again reseating seperately although seats were chosen during checkin. Coms over email and social not working,Strongly Negative
1501,Mark de Kock,. @EtihadHelp still no solution. All details already in email. Can't DM you if you don't follow me.. getting annoying... @EtihadAirways,Weekly Negative
1502,Mark de Kock,. @EtihadAirways email received but it contains no solution. Please try harder. cc @etihadhelp,Weekly Negative
1503,Mir Adnan,- I spoke to Dave at @EithadAirways. What are the details you need? Give your email address so I can send them to you.,Weekly Negative
1504,Pete Mac,@VirginAustralia @EtihadAirways No alternative such as NZ lounge! Really annoyed! Check in not informed and no email. 3 hours to kill!,Weekly Negative
1505,Merijn,"I am unable to make any calls, is it possible to contact by email?",Strongly Negative
1506,Anoymous,what even is that? U WANT me to email you????,Strongly Negative
1507,Etihad Help,"Hi Rahul, we regret to hear you're not happy. Please email the details to: socialmedia@etihad.ae *Pennie",Strongly Negative
1508,Etihad Help,"Hi Joe, in order to provide you with an update we will need the case reference number or email address. *Pennie",Neutral
1509,Christopher Neugebauer 🇦🇺🏳️‍🌈,"Just got a ""Your flights have changed"" e-mail from @EtihadAirways telling me about a 5-minute change in arrival time.
That was… not helpful.",Weekly Negative
1510,Writefully Yours 🏳️‍🌈🇮🇳,@EtihadHelp @EtihadAirways Need URGENT help w missing miles as a new booking needs to be done.Sent a mail w all details.Plz respond swiftly,Weekly Positive
1511,Martha Farquhar,@EtihadAirways FYI somebody appears to be using staff email for phishing purposes.  pic.twitter.com/R72ohSNxsT,Strongly Negative
1512,Stijn Surinx,@EtihadAirways answer on damage luggage... Send email?! #newluggage #5starairline? pic.twitter.com/Om1LVJpSUp,Strongly Positive
1513,Dayana,Etihad Airways ni asyik email je vacancy .Takkan nak g stay Arab Saudi kot kerja .Hehhh,Strongly Positive
1514,smailingtour,Hanya sampai besok! Promo spesial Etihad Airways bisa Anda pesan melalui 02129220000 atau email ke team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/qM39KCaRrh,Strongly Negative
1515,Rushabh Gandhi,Thanks for the prompt response. Just sent email with details.,Strongly Positive
1516,Deep Kapuria,@EtihadAirways  You're telling me to complain via email. How will it help me now???,Weekly Positive
1517,Etihad Help,"Hello there, we are sorry to hear about this. Kindly email socialmedia@etihad.ae along with 1/2",Strongly Negative
1518,Shravan,@EtihadAirways bag EY3589582 not handed to me since sat dec 3. multiple attempts to complain.  email did not get any response,Strongly Negative
1519,Medical Fortune ,I hv already sent mail to them.,Weekly Negative
1520,MarioBiondiScrittore 🌎 🇪🇺 🇮🇪,Inviato mail di indignata protesta @EtihadAirways per trattamento subito a Bangkok da loro call center. Arriverà di sicuro cortese risposta,Strongly Positive
1521,jerry,@EtihadAirways Hi I would like to ask if anybody from Etihad reply to CAA email yet send on my behalf??,Strongly Negative
1522,Ben Zakrzewski,sent the details on 23/11 to the email address provided. Do you know when I will hear back?,Strongly Negative
1523,Janet Kirkwood,.@Alitalia that's the email I've been sending to for 2 months and no response apart from initial Claim no. @EtihadAirways  any thoughts?,Strongly Negative
1524,Mohamed Sadeck,"Yes, my family members did so-u can supply your email add  4 FAQ-mine is sadeck.akbar@sasol,.com",Strongly Positive
1525,Mohamed Sadeck,"Yes, my family members did so-u can supply your email address-mine is sadeck.akbar@sasol.com",Strongly Positive
1526,Aesha Datta,no response yet on the email.,Weekly Negative
1527,BhamFood,@EtihadAirways hi-seat selection online continues not to work. Split up passengers. Can I email or DM details and seats we'd like?,Weekly Negative
1528,Aesha Datta,I have sent a mail.,Weekly Negative
1529,Paulo Henrique 保罗,I just received an e-mail from @EtihadAirways confirming the end of operations in Sao Paulo fell to a tear 😢 #ILoveEtihadAirwaysInSP,Strongly Negative
1530,Paulo Henrique 保罗,Acabei de Receber um E-mail da @EtihadAirways confirmando o fim das operações em São Paulo caiu até uma lágrima 😢 #ILoveEtihadAirwaysInSP,Strongly Positive
1531,khalid,I have email that you have not responded to yet since last Monday 505865,Strongly Negative
1532,Kristie Scott,u can email me on kristie703scott@btinternet.com and explain how this happened when assisted was booked and seat prebooked  pic.twitter.com/5XhtvamIkj,Strongly Negative
1533,Lucy Henderson,what about your customer service email?,Strongly Negative
1534,Lucy Henderson,could i have their email address please,Weekly Negative
1535,Hussain A Nasrat,"Hi @EtihadAirways I need your Dubai Office sales Team contact number or email address.

Waiting for ur quick response...",Strongly Positive
