,username,tweet,sentiment,label
1128,benessamay,"I hope the response is more fruitful than a ""please email us at ...""",Strongly Negative,1
1129,dani__official,@EtihadAirways still no response from your team either via email or social media regarding your lack of care towards me and my livelihood.,Weekly Negative,2
1130,dinoomarino,@jetairways why are you spamming me with about sameer Srivaastava  staring a new venture. Thank you for misusing my FF email @EtihadAirways,Strongly Negative,1
1131,katie_gatens,@BroadwayGirlNYC HI Laura ! I have a request from Etihad Airways' in-flight mag. What's the best email to get you on? Thanks!,Strongly Positive,5
1132,pranav_jain88,@EtihadAirways Don't think EA believes in awarding miles to its Etihad Guest members. I had to send out 10 email and make 5 phone calls.,Weekly Negative,2
1133,lawrencemcdermo,@EtihadAirways It has been three weeks since our unexpected 12hr delay - will someone reply my email please?,Neutral,3
1134,anilbhudia,"Is this a box standard reply?
i received this yesterday from Joe?
I emailed socialmedia@ gave email address Ref etc
anil_bhudia@hotmail.com",Strongly Negative,1
1135,anilbhudia,@etihadhelp Seriously a joke 24hours n still no1 2 acknowledge my email that social media team ask i send them. #fail #poorcustomerservice,Strongly Negative,1
1136,geoffreytsmith,"So, how many times do I need to send the same e-mail before I get a reply?",Neutral,3
1137,wajahat_baig,"Calling the @EtihadAirways office multiple times, the customer service officers are unable to help and the only advice is to send email 😠",Strongly Negative,1
1138,roopeshuh,@EtihadAirways unable to reset guest password ..the link is not sent for reset to registered email...is there a technical issue ???,Strongly Negative,1
1139,skalamer,"@EtihadAirways dear Etihad, may I know when the investigation will be finished in order to get the results from you. Please don’t send me auto message with the feedback email. I have sent two emails with the full story.",Strongly Negative,1
1140,ellienewsflare,Hi @KamelBeyk Did you film this yourself? I am a researcher at Newsflare and we would love to work with your video in an upcoming television opportunity! Get in touch here or email me: ellie.merrett@newsflare.com and I can give you all the information on licensing etc :) thanks!,Strongly Positive,5
1141,airserbia,"Marija, please send us your claim number or e-mail address in DM, so we can check your claim case with the relevant department. As soon as we get more informaiton we'll contact you back. Thank you for your patience.",Strongly Negative,1
1142,carlton_luggage,"Hi  Deepak ,
 
Thank you for messaging us.
Please call our Customer Care team at: 1800 102 2255 / 022 28791936 or email us at: info@carltontravelbags.com  
so that our team can look into it at the earliest.",Weekly Negative,2
1143,reesesandfitnes,@EtihadAirways can u you tell me why It’s been 48 hours and you still haven’t had a email from the department your waiting for to deal with my issue. I’m due to go on Tuesday and it’s still not resolved. This is completely unacceptable,Weekly Negative,2
1144,suvasri_das,"@EtihadAirways @EtihadHelp 
– Booked my ticket at  http://Etihad.com . Arrived JFK airport almost 2hrs before the flight departure (suggested 90 min. by an email from Etihad).  Etihad did not let me board the plane stating that I am late.  Any help/suggestion?",Strongly Positive,5
1145,dalcald0alfredo,"@EtihadAirways such a shame of company, they finally sent me an email just stating they are unable to compensate. The only thing that matter for them is obviously nothing else than business. No chance to have an answer to your concern.  pic.twitter.com/SyPjRTPH3c",Strongly Negative,1
1146,developmentwala,"Thanks, I have sent the email and also filled the claim form. I hope @EtihadAirways will treat its customers with respect and will reimburse the damage.",Strongly Negative,1
1147,vinaybishtji,"@EtihadAirways @EtihadHelp 
SEE PICTURES>> THE LOVELY RETURN GIFT BY ETIHAD > 4 DAMAGES, AND NO RESPONSE ON MY EMAIL, RUINED MY 8 MONTH OLD, IT- BRAND SUITCASE
DISGUSTING... PNR: MJTSWB DT# 03NOV, DEL TO LHR  pic.twitter.com/qzGoO3beaK",Strongly Negative,1
1148,alitalia,"Hello, did you receive our email with new claim number?",Strongly Negative,1
1149,choudhryemad,"Horrible customer service from ur representative & management at @EtihadAirways @EtihadHelp 

Experienced it first time in many years!
Services are just going downhill.

Check email in guest@choose.etihad",Strongly Negative,1
1150,alitalia,"Hi, we are sorry for what happened, can you give us the email address from wich you wrote us?",Weekly Negative,2
1151,auh,"Hello Nayan, please send us an email directly on auhlost&found@adac.ae or visit our website for more information:  http://abudhabiairport.ae/en/passenger-guide/transit/airport-information/lost-luggage …",Strongly Negative,1
1152,chazhutton,"Hey @EtihadAirways, you sent me an offer to bid for an upgrade to Business Class (cool!) but your password reset email doesn't seem to work (not cool) - So, just wondering if you can upgrade me to Business now and that should be problem solved for everyone I think.",Strongly Positive,5
1153,stak100,@emirates First flight with yourselves upcoming next week to Dubai and bitterly disappointed to have received an email today reassigning our selected seats! Three families travelling together now split onboard. You don’t get treated like this with @etihadairways #wontrushback 1/2,Weekly Negative,2
1154,abudhabihealth,"Flying with @EtihadAirways is ideal for people who require special medical care. Etihad offers onboard nursing services & necessary medical care all the way from your home to the hospital. To book the service, please contact +971 2 599 0000 or email contactcentre@etihad.ae.  pic.twitter.com/Xx7hhWX4dS",Strongly Negative,1
1155,lauraconlon9,@EtihadAirways @EtihadHelp - I am still waiting on response to my complaints email regarding flight EY42 on 2nd October. A strange smell led to all electrics being switched off for the duration of the flight. No media entertainment and no lights! Worst flight ever.,Strongly Negative,1
1156,ninjha2,"@EtihadAirways can I get customer care centre email I'd, I am trying to get help from @EtihadHelp but no reply",Weekly Negative,2
1157,stevebiddick,@EtihadAirways thanks for the email invite to bronze guest. If only you would give me a way to convert my (rival airline) miles to Etihad miles... ;-),Strongly Positive,5
1158,kulula,Hi there. Thanks for making contact with us. Please could you kindly email our sponsorship team at sponsorship@kulula.com so our team can review your request. Please do take note the teams turnaround response time is between 5-7 working days. All the best for the match. :-) BM,Strongly Positive,5
1159,cooperm_aus,"@EtihadAirways let me assure you that the experience I continue to have with your claims service for the baggage you lost is beyond appalling. Email after email, lost claims, files missing. Why am I doing all the work???? Pay up. You’re wasting my time.",Strongly Negative,1
1160,holidaybazaar,Take advantage of our latest #flight deals and discounts on Etihad Airways. To book send us an email on info@holidybazaar.com. #travel #instaTravel #instaHoliday #Explore #History #TravelAwesome #TravelDeals #HolidayBazaar pic.twitter.com/xrF6a4qrPM,Strongly Positive,5
1161,tdrquants,"Have to say. Travelled back to the Far East on a number of occasions over the summer with my family and it was expensive. A lot of gripes with Etihad. Sent an email and was, in effect, ignored. 😟",Weekly Positive,4
1162,i_manii49,"Just received rejection E-Mail from etihad airways 😢
Waoo what a start of the day 🤧",Strongly Negative,1
1163,vijayhkg,"Dear
kindly dont click on ETIHAD AIRWAYS for NEIGHBOR FREE SEAT when ever they send you the email for this offer,because that will take the payment from your credit card and if you want to modify or cancel that services then it will not work and they will take your money",Strongly Negative,1
1164,vijayhkg,"Dear all....

kindly dont send these kind of email because your company making fool to there customer with these kind of services.your company CHEATED me also , they did fraud with me and took the money from my credit card
so I request you dont earn money like this way

vijay",Strongly Negative,1
1165,emiratessupport,"Hi Praveen, sorry to hear you feel as such. May we ask if you've sent your feedback to our Customer Relations Team? If yes, please share your email address using the link here. We'll search our records for your email and get back to you about its status.  https://twitter.com/messages/compose?recipient_id=879662622 …",Weekly Negative,2
1166,rrohits,"@EtihadAirways @EtihadHelp 
It's really a SHAME guys, First you broke my bag, now we are struggling to figure out the right procedure for claim
After Following one procedure at airport, now I got another email to follow another procedure. Really a shame
@DGCAIndia @AAI_Official",Strongly Negative,1
1167,alitalia,"If you haven’t already, we also ask you to send an email to bif@alitalia.it with the detailed list of its contents (especially some particular items to recognize the baggage), along with PIR number and the bagage ID tag.",Strongly Negative,1
1168,ruchilohia1,"@EtihadAirways your team has disclosed in an email written to a stranger my and my husbands  personal details: our name, email, along with our PNR number which contains our address, DOB, passport details. This represents breach of our personal data. How do you propose to fix this",Strongly Positive,5
1169,shashikant997,"I replied on the mail but haven't got any response.
I don't expect this from such an established brand",Weekly Negative,2
1170,harrydir,"The highs and lows of seeing a pending charge pop up on @imaginecurve for an @EtihadAirways upgrade bid, then get an email saying bid was unsuccessful #soclose #economyforme",Strongly Negative,1
1171,pwtravelcenter,"อียิปต์ ไคโร กีซ่า อเล็กซานเดรีย
Etihad Airways

ชมความยิ่งใหญ่ของมหาพีระมิด
ตำนานรักอันยิ่งใหญ่ ณ อเล็กซานเดรีย

พีเรียต
ก.พ63-มี.ค63

📞ติดต่อสอบถาม
Line:@premierworld
Email: tour@premierworld.co.th
Web:  http://premierworld.co.th 
Tel: 02 945 8889
☎ Tel: 086 888 2525, 02 945 8889 pic.twitter.com/GiuJNpTpsL",Strongly Negative,1
